Assay_Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	analysis_type	collection_date	env_biome	env_feature	env_material	flowcell_barcode	geo_loc_name	gssr_id	host	host_age	host_disease	host_sex	host_subject_id	instrument_name	isolation_source	lane	lat_lon	library_type	lsid	product_order	project	read_group_id	run_barcode	run_name	work_request	AssemblyName	Consent	Organism
RNA-Seq	174	PRJNA398089	SAMN07532429	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108961	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33J3_MTX	2018-05-15	1840	761	ILLUMINA	2017-08-22	SRR5950326	SRS2444082	SRP115494	H4045C3_MTX		2015-11-18	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	14		female	4045				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07532456	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108962	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSMA2668_MTX	2018-05-15	171	63	ILLUMINA	2017-08-22	SRR5950325	SRS2444083	SRP115494	P6028C15_MTX		2015-12-16	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	9	Crohn''s disease	male	6028				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07532455	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108963	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33JR_MTX	2018-05-15	1146	487	ILLUMINA	2017-08-22	SRR5950324	SRS2444084	SRP115494	H4032C21_MTX		2015-12-16	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	12	Crohn''s disease	male	4032				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07532434	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108964	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33KE_MTX	2018-05-15	1074	391	ILLUMINA	2017-08-22	SRR5950323	SRS2444085	SRP115494	H4038C13_MTX		2015-12-01	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	Crohn''s disease	male	4038				Missing										public	human gut metagenome
RNA-Seq	177	PRJNA398089	SAMN07532549	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108965	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33SG_MTX	2018-05-15	2313	968	ILLUMINA	2017-08-22	SRR5950322	SRS2444086	SRP115494	H4045C19_MTX		2016-07-06	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	14		female	4045				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07532432	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108966	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM9X1Z4_MTX	2018-05-15	2707	1131	ILLUMINA	2017-08-22	SRR5950321	SRS2444087	SRP115494	C3031C13_MTX		2015-11-23	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens		Crohn''s disease	female	3031				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07532431	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108967	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33IC_MTX	2018-05-15	1526	589	ILLUMINA	2017-08-22	SRR5950320	SRS2444088	SRP115494	H4044C6_MTX		2015-11-20	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	male	4044				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07532547	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108968	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSMB4MBS_MTX	2018-05-15	627	228	ILLUMINA	2017-08-22	SRR5950319	SRS2444089	SRP115494	P6037C16_MTX		2016-06-28	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	Crohn''s disease	male	6037				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07532536	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108970	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSMA26A3_MTX	2018-05-15	1528	548	ILLUMINA	2017-08-22	SRR5950317	SRS2444090	SRP115494	P6038C13_MTX		2016-05-23	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	female	6038				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532535	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108971	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33Q6_MTX	2018-05-15	637	273	ILLUMINA	2017-08-22	SRR5950316	SRS2444091	SRP115494	H4038C24_MTX		2016-05-12	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	Crohn''s disease	male	4038				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07532548	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108969	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSMB4MC7_MTX	2018-05-15	3739	1350	ILLUMINA	2017-08-22	SRR5950318	SRS2444092	SRP115494	P6035C18_MTX		2016-06-29	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	male	6035				Missing										public	human gut metagenome
RNA-Seq	172	PRJNA398089	SAMN07532552	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108973	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33SI_MTX	2018-05-15	661	276	ILLUMINA	2017-08-22	SRR5950314	SRS2444093	SRP115494	H4045C20_MTX		2016-07-15	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	14		female	4045				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07532551	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108972	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMB4LZX_MTX	2018-05-15	2284	830	ILLUMINA	2017-08-22	SRR5950315	SRS2444094	SRP115494	M2084C24_MTX		2016-07-14	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	23		female	2084				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07532554	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108975	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMB4LZR_MTX	2018-05-15	725	262	ILLUMINA	2017-08-22	SRR5950312	SRS2444095	SRP115494	M2083C19_MTX		2016-08-22	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	25	ulcerative colitis	male	2083				Missing										public	human gut metagenome
RNA-Seq	184	PRJNA398089	SAMN07532553	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108974	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMB4LZC_MTX	2018-05-15	3545	1260	ILLUMINA	2017-08-22	SRR5950313	SRS2444096	SRP115494	M2077C21_MTX		2016-07-21	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	32		female	2077				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07532528	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108978	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMAPC59_MTX	2018-05-15	1913	702	ILLUMINA	2017-08-22	SRR5950309	SRS2444097	SRP115494	M2083C15_MTX		2016-04-26	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	25	ulcerative colitis	male	2083				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07532527	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108979	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMAPC7T_MTX	2018-05-15	2872	1044	ILLUMINA	2017-08-22	SRR5950308	SRS2444098	SRP115494	M2077C16_MTX		2016-04-26	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	32		female	2077				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07532530	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108976	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMAPC6K_MTX	2018-05-15	2014	735	ILLUMINA	2017-08-22	SRR5950311	SRS2444099	SRP115494	M2084C19_MTX		2016-05-03	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	23		female	2084				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532529	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108977	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSMA269O_MTX	2018-05-15	808	294	ILLUMINA	2017-08-22	SRR5950310	SRS2444100	SRP115494	P6037C12_MTX		2016-04-27	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	Crohn''s disease	male	6037				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07532534	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108980	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM9X237_MTX	2018-05-15	3049	1105	ILLUMINA	2017-08-22	SRR5950307	SRS2444101	SRP115494	C3035C20_MTX		2016-05-11	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	62	Crohn''s disease	male	3035				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532555	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108984	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMB4LZ8_MTX	2018-05-15	1536	555	ILLUMINA	2017-08-22	SRR5950303	SRS2444102	SRP115494	M2079C21_MTX		2016-07-27	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	29		male	2079				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07532533	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108981	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33RD_MTX	2018-05-15	3639	1337	ILLUMINA	2017-08-22	SRR5950306	SRS2444103	SRP115494	H4042C18_MTX		2016-05-05	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	ulcerative colitis	male	4042				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532532	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108982	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMAPC6G_MTX	2018-05-15	1731	625	ILLUMINA	2017-08-22	SRR5950305	SRS2444104	SRP115494	M2085C17_MTX		2016-05-03	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	23	Crohn''s disease	male	2085				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532531	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108983	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMAPC5L_MTX	2018-05-15	1893	680	ILLUMINA	2017-08-22	SRR5950304	SRS2444105	SRP115494	M2097C12_MTX		2016-05-03	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	21		male	2097				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07532556	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108985	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33SK_MTX	2018-05-15	743	318	ILLUMINA	2017-08-22	SRR5950302	SRS2444106	SRP115494	H4045C21_MTX		2016-08-02	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	14		female	4045				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07532421	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108986	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM9VZL5_MTX	2018-05-15	1605	572	ILLUMINA	2017-08-22	SRR5950301	SRS2444107	SRP115494	M2097C1_MTX		2015-11-17	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	21		male	2097				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07532424	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108989	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSMA264S_MTX	2018-05-15	2566	939	ILLUMINA	2017-08-22	SRR5950298	SRS2444108	SRP115494	P6035C4_MTX		2015-11-17	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	male	6035				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07532422	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108987	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM9VZKE_MTX	2018-05-15	1807	669	ILLUMINA	2017-08-22	SRR5950300	SRS2444109	SRP115494	M2079C9_MTX		2015-11-17	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	29		male	2079				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532423	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108988	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSMA265N_MTX	2018-05-15	2189	908	ILLUMINA	2017-08-22	SRR5950299	SRS2444110	SRP115494	P6016C20_MTX		2015-11-17	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	Crohn''s disease	male	6016				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532417	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108990	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSMA265X_MTX	2018-05-15	1822	752	ILLUMINA	2017-08-22	SRR5950297	SRS2444111	SRP115494	P6038C1_MTX		2015-11-12	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	female	6038				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07532418	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108991	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM9X219_MTX	2018-05-15	2031	847	ILLUMINA	2017-08-22	SRR5950296	SRS2444112	SRP115494	C3037C7_MTX		2015-11-17	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	46	ulcerative colitis	female	3037				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07532545	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108993	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMB4LXW_MTX	2018-05-15	1148	412	ILLUMINA	2017-08-22	SRR5950294	SRS2444113	SRP115494	M2097C15_MTX		2016-06-24	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	21		male	2097				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07532544	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108994	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33RT_MTX	2018-05-15	1690	609	ILLUMINA	2017-08-22	SRR5950293	SRS2444114	SRP115494	H4044C20_MTX		2016-06-22	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	male	4044				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532543	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108995	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM9X23N_MTX	2018-05-15	1126	474	ILLUMINA	2017-08-22	SRR5950292	SRS2444115	SRP115494	C3037C21_MTX		2016-06-20	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	46	ulcerative colitis	female	3037				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07532546	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108992	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMAPC5D_MTX	2018-05-15	2470	894	ILLUMINA	2017-08-22	SRR5950295	SRS2444116	SRP115494	M2083C17_MTX		2016-06-28	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	25	ulcerative colitis	male	2083				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07532542	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108996	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMAPC64_MTX	2018-05-15	1992	732	ILLUMINA	2017-08-22	SRR5950291	SRS2444117	SRP115494	M2103C11_MTX		2016-06-14	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	35	ulcerative colitis	female	2103				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07532541	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108997	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSMB4MBK_MTX	2018-05-15	1238	444	ILLUMINA	2017-08-22	SRR5950290	SRS2444118	SRP115494	P6035C16_MTX		2016-06-01	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	male	6035				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532540	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108998	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMB4LXY_MTX	2018-05-15	2805	996	ILLUMINA	2017-08-22	SRR5950289	SRS2444119	SRP115494	M2085C19_MTX		2016-06-01	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	23	Crohn''s disease	male	2085				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532538	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3109000	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33RF_MTX	2018-05-15	1357	496	ILLUMINA	2017-08-22	SRR5950287	SRS2444120	SRP115494	H4042C20_MTX		2016-05-26	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	ulcerative colitis	male	4042				Missing										public	human gut metagenome
RNA-Seq	178	PRJNA398089	SAMN07532539	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3108999	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM9X23B_MTX	2018-05-15	2961	1270	ILLUMINA	2017-08-22	SRR5950288	SRS2444121	SRP115494	C3035C22_MTX		2016-06-01	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	62	Crohn''s disease	male	3035				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532537	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3109001	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33M8_MTX	2018-05-15	2092	889	ILLUMINA	2017-08-22	SRR5950286	SRS2444122	SRP115494	H4040C23_MTX		2016-05-24	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	17	ulcerative colitis	female	4040				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07532503	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3109002	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33LH_MTX	2018-05-15	2140	806	ILLUMINA	2017-08-22	SRR5950285	SRS2444123	SRP115494	H4044C12_MTX		2016-03-08	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	male	4044				Missing										public	human gut metagenome
RNA-Seq	181	PRJNA398089	SAMN07532504	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3109003	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	HSMA33MK_MTX	2018-05-15	398	171	ILLUMINA	2017-08-22	SRR5950284	SRS2444124	SRP115494	H4035C24_MTX		2016-03-14	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	male	4035				Missing										public	human gut metagenome
RNA-Seq	179	PRJNA398089	SAMN07532502	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3109005	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSMA269G_MTX	2018-05-15	1047	435	ILLUMINA	2017-08-22	SRR5950282	SRS2444125	SRP115494	P6037C8_MTX		2016-03-03	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	15	Crohn''s disease	male	6037				Missing										public	human gut metagenome
RNA-Seq	176	PRJNA398089	SAMN07532501	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3109004	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	PSMA269S_MTX	2018-05-15	1413	505	ILLUMINA	2017-08-22	SRR5950283	SRS2444126	SRP115494	P6038C8_MTX		2016-03-01	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	16	ulcerative colitis	female	6038				Missing										public	human gut metagenome
RNA-Seq	182	PRJNA398089	SAMN07532499	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3109006	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMA26AV_MTX	2018-05-15	2128	782	ILLUMINA	2017-08-22	SRR5950281	SRS2444127	SRP115494	M2071C9_MTX		2016-02-29	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	26	ulcerative colitis	female	2071				Missing										public	human gut metagenome
RNA-Seq	180	PRJNA398089	SAMN07532498	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3109009	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	CSM9X22K_MTX	2018-05-15	1056	441	ILLUMINA	2017-08-22	SRR5950278	SRS2444128	SRP115494	C3032C21_MTX		2016-02-26	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	42	ulcerative colitis	female	3032				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07532500	MIGS/MIMS/MIMARKS.human-gut	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3109007	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSM9VZI6_MTX	2018-05-15	3467	1256	ILLUMINA	2017-08-22	SRR5950280	SRS2444129	SRP115494	M2077C13_MTX		2016-03-01	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	32		female	2077				Missing										public	human gut metagenome
RNA-Seq	183	PRJNA398089	SAMN07532497	MIMS.me	HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH	sra	ncbi		SRX3109008	0	Illumina HiSeq 2000	PAIRED	RANDOM	METATRANSCRIPTOMIC	MSMA26BR_MTX	2018-05-15	1710	619	ILLUMINA	2017-08-22	SRR5950279	SRS2444130	SRP115494	M2079C14_MTX		2016-02-25	ENVO:00009003	ENVO:2100002	ENVO:00002003		USA		Homo sapiens	29		male	2079				Missing										public	human gut metagenome
